Generation,Generation Offspring,Homosexual Offspring,Random Event Offspring (Homosexual Parent) [IVF/Surrogacy/Bi-Sexual],Alive Homosexuals,Homosexuals %,Alive Population,Total Population (Alive + Dead)
315,518,3,0,133,0.11045319027015355,38044,120413
316,602,3,0,134,0.1108069891094922,38141,120931
317,662,2,0,133,0.1094352974089342,38321,121533
318,601,0,0,134,0.10966078808461883,38565,122195
319,511,2,0,132,0.10749535815498877,38701,122796
320,513,3,0,133,0.10786086759064772,38789,123307
321,603,0,0,135,0.10902923598772411,38876,123820
322,680,1,0,134,0.10769712995185779,39005,124423
323,525,1,0,134,0.10711173992630073,39198,125103
324,589,1,0,135,0.1074601203553348,39243,125628
325,676,4,0,134,0.10616636427739527,39373,126217
326,653,1,0,137,0.10796497836760106,39576,126893
327,644,3,0,136,0.10662819688582942,39755,127546
328,674,0,0,134,0.10453233481550823,39914,128190
329,667,3,0,133,0.1032095852992302,40112,128864
330,526,3,0,135,0.1042221553141719,40290,129531
331,565,3,0,137,0.10533842853518074,40338,130057
332,546,3,0,140,0.10717949503146484,40394,130622
333,673,4,0,141,0.10749573066601611,40435,131168
334,576,0,0,145,0.10998096191624761,40625,131841
335,690,1,0,142,0.1072369861875741,40693,132417
336,613,0,0,140,0.10517854057262202,40904,133107
337,563,0,0,134,0.10020939276099312,41044,133720
338,572,1,0,134,0.09978925105932993,41101,134283
339,696,1,0,135,0.10010752289496125,41160,134855
340,644,2,0,134,0.09885578121887703,41414,135551
341,570,1,0,132,0.09691985755717904,41585,136195
342,643,1,0,132,0.09651592147113662,41696,136765
343,622,3,0,130,0.09460875640428505,41883,137408
344,651,2,0,130,0.09418242411070057,41992,138030
345,661,5,0,129,0.09301923118523807,42162,138681
346,629,3,0,134,0.09616626716998464,42333,139342
347,661,3,0,134,0.09573411635267305,42483,139971
348,650,2,0,137,0.09741737300187724,42635,140632
349,676,0,0,139,0.09838479070228337,42768,141282
350,738,3,0,137,0.09650741768692148,42977,141958
351,630,2,0,137,0.09600829735942143,43177,142696
352,734,0,0,136,0.09488857569457042,43303,143326
353,708,0,0,134,0.09301679855615716,43500,144060
354,742,0,0,132,0.09118037135278514,43695,144768
355,622,4,0,131,0.09002817675761116,43938,145510
356,685,1,0,134,0.091697916951797,44043,146132
357,702,1,0,133,0.09058896449321263,44201,146817
358,713,3,0,133,0.09015787796826172,44383,147519
359,679,3,0,134,0.09039883425980895,44542,148232
360,659,3,0,134,0.08998663631296547,44723,148911
361,722,2,0,136,0.09092732499832855,44850,149570
362,645,2,0,136,0.09049051180368882,45052,150292
363,701,3,0,138,0.0914288742985484,45207,150937
364,791,2,0,139,0.09166567746870838,45407,151638
365,778,0,0,140,0.09184603979557696,45695,152429
366,647,2,0,140,0.09137963670067295,45989,153207
367,777,1,0,139,0.09034539238498837,46087,153854
368,636,4,0,137,0.08859801721517678,46322,154631
369,745,2,0,140,0.09016726026779676,46432,155267
370,677,0,0,140,0.08973668692151886,46664,156012
371,799,1,0,140,0.08934896514752153,46803,156689
372,684,0,0,138,0.0876257238646754,47092,157488
373,658,1,0,138,0.08724679462863212,47253,158172
374,643,1,0,136,0.08562614115721211,47380,158830
375,800,2,0,134,0.08402676315112903,47482,159473
376,756,2,0,136,0.08485521578806161,47684,160273
377,707,2,0,135,0.08383583081308335,47877,161029
378,837,3,0,135,0.08346935747143493,48022,161736
379,814,5,0,136,0.08365472741476136,48325,162573
380,715,0,0,136,0.08323795650816773,48563,163387
381,668,1,0,135,0.08226590778905803,48699,164102
382,848,2,0,136,0.08253929720216059,48725,164770
383,679,3,0,138,0.0833242763467739,48963,165618
384,687,2,0,139,0.08358539240034396,49082,166297
385,698,4,0,138,0.08264264839745125,49179,166984
386,833,2,0,142,0.08468410443577724,49301,167682
387,665,1,0,141,0.08367207666973266,49543,168515
388,690,2,0,136,0.0803877526894432,49643,169180
389,702,0,0,136,0.080061223288397,49696,169870
390,667,1,0,136,0.07973172619187205,49795,170572
391,691,3,0,133,0.07766922254860166,49865,171239
392,843,4,0,133,0.07735706392136334,49967,171930
393,793,5,0,137,0.07929479721947294,50234,172773
394,811,2,0,142,0.0818132583570515,50457,173566
395,874,4,0,141,0.08085928763541064,50691,174377
396,825,2,0,145,0.08273847224837519,50977,175251
397,830,1,0,145,0.082350803062314,51180,176076
398,880,0,0,144,0.08139916113642273,51392,176906
399,803,4,0,142,0.07987130595209971,51656,177786
400,739,1,0,144,0.08063206580472482,51845,178589
401,872,3,0,144,0.08029978586723768,51955,179328
402,891,5,0,144,0.07991120976692564,52167,180200
403,858,2,0,147,0.08117465804485038,52424,181091
404,844,0,0,148,0.08134147480887502,52699,181949
405,792,2,0,146,0.07987176751844982,52940,182793
406,801,2,0,144,0.07843778086444972,53114,183585
407,873,0,0,144,0.07809703556669162,53321,184386
408,828,3,0,142,0.07664944753021447,53574,185259
409,765,2,0,143,0.0768457764379027,53780,186087
410,829,2,0,144,0.07706634127544795,53946,186852
411,793,1,0,144,0.07672593389847668,54156,187681
412,807,3,0,144,0.07640311130447701,54337,188474
413,787,1,0,146,0.07713399654481962,54530,189281
414,806,6,0,146,0.07681461371719595,54727,190068
415,920,5,0,150,0.07858587340339701,54903,190874
416,898,1,0,154,0.08029448262197983,55222,191794
417,771,3,0,154,0.07992028729786395,55485,192692
418,971,3,0,152,0.07856799491375611,55592,193463
419,965,3,0,149,0.07663268769865353,55899,194434
420,744,5,0,152,0.07778954856473165,56229,195399
421,902,6,0,156,0.07953380951652621,56315,196143
422,766,4,0,160,0.08119972595092491,56586,197045
423,902,5,0,162,0.08189635561217526,56717,197811
424,992,3,0,167,0.08404080256450258,56933,198713
425,907,1,0,169,0.08462482161187752,57243,199705
426,808,2,0,168,0.08374374414292265,57448,200612
427,967,5,0,169,0.08390427961473539,57556,201420
428,904,1,0,172,0.08498569572156314,57826,202387
429,794,1,0,173,0.08509968468845153,58013,203291
430,874,1,0,172,0.08427860940294485,58106,204085
431,881,1,0,173,0.08440712532750452,58289,204959
432,974,2,0,171,0.08307423241352506,58496,205840
433,931,4,0,172,0.08316651677352598,58829,206814
434,1000,5,0,173,0.08327516907747479,59080,207745
435,1021,3,0,175,0.08383434333756497,59345,208745
436,875,4,0,174,0.08294957238065273,59671,209766
437,981,3,0,175,0.08307974231037643,59831,210641
438,874,2,0,177,0.0836396971959437,60093,211622
439,899,7,0,177,0.08329568556584595,60296,212496
440,795,4,0,183,0.08575646102298555,60479,213395
441,846,1,0,183,0.08543816237919605,60532,214190
442,904,1,0,182,0.08463699101545788,60667,215036
443,896,3,0,182,0.08428267111234602,60832,215940
444,980,6,0,184,0.08485675810289804,61017,216836
445,821,7,0,189,0.08677048518015205,61313,217816
446,824,0,0,194,0.08873155046949967,61439,218637
447,922,2,0,194,0.08839839424772511,61546,219461
448,905,3,0,195,0.08848232395420699,61764,220383
449,876,2,0,197,0.08902425798055023,61933,221288
450,885,5,0,198,0.08912335031778326,62075,222164
451,1007,3,0,203,0.09101139211563379,62226,223049
452,1024,6,0,203,0.09060234941264685,62482,224056
453,1050,3,0,208,0.09241158699129198,62747,225080
454,1029,2,0,207,0.09154026444965285,63018,226130
455,940,1,0,204,0.08980493839117094,63296,227159
456,1057,2,0,205,0.08987325678762292,63484,228099
457,1077,5,0,201,0.08771317355862382,63793,229156
458,963,4,0,205,0.08904023315510809,64107,230233
459,1099,4,0,207,0.08953442101074413,64351,231196
460,1083,2,0,209,0.08997180309520222,64733,232295
461,942,4,0,210,0.08998277472598103,65113,233378
462,897,2,0,211,0.0900477978832366,65360,234320
463,1002,0,0,212,0.09012953995672082,65593,235217
464,999,1,0,212,0.08974722609104263,65884,236219
465,1083,5,0,211,0.08894771897579441,66137,237218
466,1028,3,0,213,0.08938275542276365,66459,238301
467,1045,2,0,214,0.08941666074733944,66673,239329
468,949,0,0,213,0.08861191310208259,66957,240374
469,880,2,0,211,0.08743468297675729,67092,241323
470,1111,3,0,210,0.08670412835514012,67161,242203
471,881,1,0,211,0.08671921878724612,67471,243314
472,1124,1,0,211,0.086406355576486,67549,244195
473,1019,2,0,210,0.08560282733909726,67845,245319
474,1107,2,0,205,0.08321899179176578,68045,246338
475,1087,4,0,204,0.0824425629937966,68295,247445
476,1186,3,0,206,0.0828867107656157,68524,248532
477,1106,1,0,208,0.08329395558189638,68829,249718
478,1146,3,0,204,0.0813319299588556,69078,250824
479,1095,3,0,206,0.08175576457514783,69428,251970
480,911,1,0,208,0.0821923221306779,69712,253065
481,1044,2,0,207,0.08150376413519388,69818,253976
482,966,2,0,209,0.08195435652105718,70035,255020
483,1086,1,0,208,0.08125444360238451,70177,255986
484,940,4,0,208,0.08091118441526109,70420,257072
485,1092,1,0,210,0.08139156318310777,70557,258012
486,1075,3,0,210,0.08104853649499814,70833,259104
487,1085,6,0,210,0.08071366251695948,71133,260179
488,1131,3,0,212,0.08114397697348276,71376,261264
489,1024,3,0,212,0.08079422245088512,71695,262395
490,1059,2,0,212,0.0804801475975537,71842,263419
491,1133,5,0,210,0.07940168936546707,72073,264478
492,1022,2,0,212,0.07981597147708491,72364,265611
493,1105,3,0,213,0.07988508549204337,72555,266633
494,987,4,0,210,0.0784348878381104,72777,267738
495,996,1,0,210,0.07814680435389339,72869,268725
496,1079,3,0,206,0.07637521735422899,72918,269721
497,1011,5,0,203,0.07496307237813885,73142,270800
498,1101,5,0,205,0.07542005290440784,73264,271811
499,1210,5,0,208,0.07621504367708272,73471,272912
500,1252,2,0,207,0.07551382231269288,73797,274122
501,1083,6,0,207,0.07517049539898465,74135,275374
502,1284,7,0,212,0.07668462003132495,74309,276457
503,1199,2,0,218,0.07849039212791774,74695,277741
504,1018,2,0,218,0.07815300781530078,75030,278940
505,1125,5,0,219,0.07822601961722829,75194,279958
506,1147,5,0,222,0.07898023003881416,75415,281083
507,1139,6,0,226,0.08007653332388477,75602,282230
508,1082,5,0,229,0.08081335643630744,75768,283369
509,1263,9,0,229,0.0805059570892702,75905,284451
510,1308,5,0,235,0.08225008225008225,76289,285714
511,1019,1,0,236,0.08222366229766359,76620,287022
512,1130,3,0,234,0.08123843480615607,76707,288041
513,1124,3,0,236,0.08161260983985255,76938,289171
514,1136,3,0,236,0.08129661206703526,77224,290295
515,1161,5,0,233,0.07995031413953903,77476,291431
516,1294,3,0,235,0.08031661836277136,77773,292592
517,1194,2,0,233,0.07928244285199024,78214,293886
518,1066,2,0,232,0.07862274637386471,78526,295080
519,1372,4,0,233,0.07867740911577398,78697,296146
520,1148,4,0,235,0.07898681760431302,79125,297518
521,1163,2,0,235,0.0786832113464539,79353,298666
522,1166,4,0,233,0.0777109619149582,79627,299829
523,1244,3,0,234,0.07774215518530207,79907,300995
524,1357,3,0,231,0.07642958056372606,80221,302239
525,1376,9,0,229,0.07542918879036614,80641,303596
526,1158,5,0,236,0.07738415329931927,81073,304972
527,1281,6,0,239,0.07807140757194656,81280,306130
528,1421,2,0,242,0.078721971562501,81526,307411
529,1251,6,0,238,0.07706455289607295,82030,308832
530,1216,4,0,243,0.07836611487891951,82269,310083
531,1093,4,0,245,0.07870246933012955,82412,311299
532,1161,9,0,245,0.07842710440728315,82456,312392
533,1278,1,0,251,0.08005026263502503,82607,313553
534,1232,3,0,248,0.07877242075907391,82873,314831
535,1245,3,0,249,0.07878176186393218,83075,316063
536,1300,6,0,249,0.07847265117803522,83357,317308
537,1447,5,0,253,0.07940792447145081,83631,318608
538,1318,1,0,257,0.08029869866116761,84092,320055
539,1190,3,0,255,0.07934705155691363,84411,321373
540,1298,2,0,257,0.07967435818739285,84592,322563
541,1438,2,0,252,0.0778111597259318,84888,323861
542,1432,3,0,253,0.07777460121303785,85274,325299
543,1117,3,0,255,0.07804585423482926,85752,326731
544,1490,4,0,254,0.07747492740538298,85860,327848
545,1351,6,0,255,0.07742805263893021,86338,329338
546,1210,1,0,260,0.07862372198651905,86678,330689
547,1408,10,0,260,0.07833708447449375,86849,331899
548,1244,1,0,270,0.08100639950556093,87169,333307
549,1197,4,0,271,0.081004092051735,87347,334551
